gemini-2.5-flash-lite,gemma3_27b,gpt-4o-mini,gpt-5.4-mini,llama3.2_3b,llama4_scout,phi4-mini,qwen3_30b,qwen3_4b,r1-1776_latest
1.0,0.8513079394217531,0.8806792106470858,0.8086278109224415,0.5791647544745296,0.7769619091326296,0.36714089031665903,0.8448829738412116,0.8407526388251492,0.6461679669573198
0.8513079394217531,1.0,0.8531436438733364,0.8260670032124828,0.5984396512161542,0.726480036714089,0.43139054612207434,0.7888939880679211,0.7820100963744837,0.6984855438274438
0.8806792106470858,0.8531436438733364,1.0,0.833409821018816,0.572739788893988,0.7430013767783387,0.3258375401560349,0.9045433685176687,0.8976594768242313,0.6314823313446535
0.8086278109224415,0.8260670032124828,0.833409821018816,1.0,0.6264341441027994,0.7416245984396512,0.42909591555759524,0.7783386874713171,0.7732905002294631,0.679669573198715
0.5791647544745296,0.5984396512161542,0.572739788893988,0.6264341441027994,1.0,0.7076640660853603,0.7338228545204222,0.4965580541532813,0.49885268471776045,0.7925653969710876
0.7769619091326296,0.726480036714089,0.7430013767783387,0.7416245984396512,0.7076640660853603,1.0,0.5176686553464892,0.6750803120697567,0.6727856815052776,0.7076640660853603
0.36714089031665903,0.43139054612207434,0.3258375401560349,0.42909591555759524,0.7338228545204222,0.5176686553464892,1.0,0.2615878843506195,0.2574575493345571,0.6512161541991739
0.8448829738412116,0.7888939880679211,0.9045433685176687,0.7783386874713171,0.4965580541532813,0.6750803120697567,0.2615878843506195,1.0,0.960991280403855,0.55713630105553
0.8407526388251492,0.7820100963744837,0.8976594768242313,0.7732905002294631,0.49885268471776045,0.6727856815052776,0.2574575493345571,0.960991280403855,1.0,0.5585130793942176
0.6461679669573198,0.6984855438274438,0.6314823313446535,0.679669573198715,0.7925653969710876,0.7076640660853603,0.6512161541991739,0.55713630105553,0.5585130793942176,1.0
