gemini-2.5-flash-lite,gemma3_27b,gpt-4o-mini,gpt-5.4-mini,llama3.2_3b,llama4_scout,phi4-mini,qwen3_30b,qwen3_4b,r1-1776_latest
1.0,0.49689512698125393,0.42154380232795585,0.38695295764670157,0.16889035669854302,0.40219276259636094,0.07510598368837684,0.0422700414039906,0.0709670205720564,0.24379816541016297
0.49689512698125393,1.0,0.4388711756762629,0.49964586767871566,0.20507376923760046,0.31111533112171763,0.12450599486400038,0.06494470865463009,0.06615942754699988,0.36384594226011957
0.42154380232795585,0.4388711756762629,1.0,0.4073262894774504,0.15795007344825773,0.27008312237700327,0.056773053647479976,0.09967263134475424,0.12556888221056506,0.20337047702516586
0.38695295764670157,0.49964586767871566,0.4073262894774504,1.0,0.2598777218815407,0.3626890785988248,0.10421732414817764,0.10640839611371533,0.11128779247370424,0.32715078855980007
0.16889035669854302,0.20507376923760046,0.15795007344825773,0.2598777218815407,1.0,0.41904545056924647,0.4626537968661112,0.009989716224964251,0.014040222893303644,0.5858010263000965
0.40219276259636094,0.31111533112171763,0.27008312237700327,0.3626890785988248,0.41904545056924647,1.0,0.186323544302898,0.014737439072989633,0.02189122506372776,0.3957995707113907
0.07510598368837684,0.12450599486400038,0.056773053647479976,0.10421732414817764,0.4626537968661112,0.186323544302898,1.0,0.011676612356033345,-0.0031263568269128683,0.33369919981459906
0.0422700414039906,0.06494470865463009,0.09967263134475424,0.10640839611371533,0.009989716224964251,0.014737439072989633,0.011676612356033345,1.0,0.3417690478813574,0.03083378617489685
0.0709670205720564,0.06615942754699988,0.12556888221056506,0.11128779247370424,0.014040222893303644,0.02189122506372776,-0.0031263568269128683,0.3417690478813574,1.0,0.03638409705858292
0.24379816541016297,0.36384594226011957,0.20337047702516586,0.32715078855980007,0.5858010263000965,0.3957995707113907,0.33369919981459906,0.03083378617489685,0.03638409705858292,1.0
